0024;$;DOLLAR SIGN;Sc;0;ET;;;;;N;;;;;
0025;%;PERCENT SIGN;Po;0;ET;;;;;N;;;;;
0026;&;AMPERSAND;Po;0;ON;;;;;N;;;;;
0027;';APOSTROPHE;Po;0;ON;;;;;N;APOSTROPHE-QUOTE;;;;
0028;(;LEFT PARENTHESIS;Ps;0;ON;;;;;Y;OPENING PARENTHESIS;;;;
0029;);RIGHT PARENTHESIS;Pe;0;ON;;;;;Y;CLOSING PARENTHESIS;;;;
002A;*;ASTERISK;Po;0;ON;;;;;N;;;;;
002B;+;PLUS SIGN;Sm;0;ES;;;;;N;;;;;
002C;,;COMMA;Po;0;CS;;;;;N;;;;;
002D;-;HYPHEN-MINUS;Pd;0;ES;;;;;N;;;;;
002E;.;FULL STOP;Po;0;CS;;;;;N;PERIOD;;;;
002F;/;SOLIDUS;Po;0;CS;;;;;N;SLASH;;;;
0030;0;DIGIT ZERO;Nd;0;EN;;0;0;0;N;;;;;
0031;1;DIGIT ONE;Nd;0;EN;;1;1;1;N;;;;;
0032;2;DIGIT TWO;Nd;0;EN;;2;2;2;N;;;;;
0033;3;DIGIT THREE;Nd;0;EN;;3;3;3;N;;;;;
0034;4;DIGIT FOUR;Nd;0;EN;;4;4;4;N;;;;;
0035;5;DIGIT FIVE;Nd;0;EN;;5;5;5;N;;;;;
0036;6;DIGIT SIX;Nd;0;EN;;6;6;6;N;;;;;
0037;7;DIGIT SEVEN;Nd;0;EN;;7;7;7;N;;;;;
0038;8;DIGIT EIGHT;Nd;0;EN;;8;8;8;N;;;;;
0039;9;DIGIT NINE;Nd;0;EN;;9;9;9;N;;;;;
003A;:;COLON;Po;0;CS;;;;;N;;;;;
003B;;;SEMICOLON;Po;0;ON;;;;;N;;;;;
003C;<;LESS-THAN SIGN;Sm;0;ON;;;;;Y;;;;;
003D;=;EQUALS SIGN;Sm;0;ON;;;;;N;;;;;
003E;>;GREATER-THAN SIGN;Sm;0;ON;;;;;Y;;;;;
003F;?;QUESTION MARK;Po;0;ON;;;;;N;;;;;
0040;@;COMMERCIAL AT;Po;0;ON;;;;;N;;;;;
0041;A;LATIN CAPITAL LETTER A;Lu;0;L;;;;;N;;;;0061;
0042;B;LATIN CAPITAL LETTER B;Lu;0;L;;;;;N;;;;0062;
0043;C;LATIN CAPITAL LETTER C;Lu;0;L;;;;;N;;;;0063;
0044;D;LATIN CAPITAL LETTER D;Lu;0;L;;;;;N;;;;0064;
0045;E;LATIN CAPITAL LETTER E;Lu;0;L;;;;;N;;;;0065;
0046;F;LATIN CAPITAL LETTER F;Lu;0;L;;;;;N;;;;0066;
0047;G;LATIN CAPITAL LETTER G;Lu;0;L;;;;;N;;;;0067;
0048;H;LATIN CAPITAL LETTER H;Lu;0;L;;;;;N;;;;0068;
0049;I;LATIN CAPITAL LETTER I;Lu;0;L;;;;;N;;;;0069;
004A;J;LATIN CAPITAL LETTER J;Lu;0;L;;;;;N;;;;006A;
004B;K;LATIN CAPITAL LETTER K;Lu;0;L;;;;;N;;;;006B;
004C;L;LATIN CAPITAL LETTER L;Lu;0;L;;;;;N;;;;006C;
004D;M;LATIN CAPITAL LETTER M;Lu;0;L;;;;;N;;;;006D;
004E;N;LATIN CAPITAL LETTER N;Lu;0;L;;;;;N;;;;006E;
004F;O;LATIN CAPITAL LETTER O;Lu;0;L;;;;;N;;;;006F;
0050;P;LATIN CAPITAL LETTER P;Lu;0;L;;;;;N;;;;0070;
0051;Q;LATIN CAPITAL LETTER Q;Lu;0;L;;;;;N;;;;0071;
0052;R;LATIN CAPITAL LETTER R;Lu;0;L;;;;;N;;;;0072;
0053;S;LATIN CAPITAL LETTER S;Lu;0;L;;;;;N;;;;0073;
0054;T;LATIN CAPITAL LETTER T;Lu;0;L;;;;;N;;;;0074;
0055;U;LATIN CAPITAL LETTER U;Lu;0;L;;;;;N;;;;0075;
0056;V;LATIN CAPITAL LETTER V;Lu;0;L;;;;;N;;;;0076;
0057;W;LATIN CAPITAL LETTER W;Lu;0;L;;;;;N;;;;0077;
0058;X;LATIN CAPITAL LETTER X;Lu;0;L;;;;;N;;;;0078;
0059;Y;LATIN CAPITAL LETTER Y;Lu;0;L;;;;;N;;;;0079;
005A;Z;LATIN CAPITAL LETTER Z;Lu;0;L;;;;;N;;;;007A;
005B;[;LEFT SQUARE BRACKET;Ps;0;ON;;;;;Y;OPENING SQUARE BRACKET;;;;
005C;\;REVERSE SOLIDUS;Po;0;ON;;;;;N;BACKSLASH;;;;
005D;];RIGHT SQUARE BRACKET;Pe;0;ON;;;;;Y;CLOSING SQUARE BRACKET;;;;
005E;^;CIRCUMFLEX ACCENT;Sk;0;ON;;;;;N;SPACING CIRCUMFLEX;;;;
005F;_;LOW LINE;Pc;0;ON;;;;;N;SPACING UNDERSCORE;;;;
0060;`;GRAVE ACCENT;Sk;0;ON;;;;;N;SPACING GRAVE;;;;
0061;a;LATIN SMALL LETTER A;Ll;0;L;;;;;N;;;0041;;0041
0062;b;LATIN SMALL LETTER B;Ll;0;L;;;;;N;;;0042;;0042
0063;c;LATIN SMALL LETTER C;Ll;0;L;;;;;N;;;0043;;0043
0064;d;LATIN SMALL LETTER D;Ll;0;L;;;;;N;;;0044;;0044
0065;e;LATIN SMALL LETTER E;Ll;0;L;;;;;N;;;0045;;0045
0066;f;LATIN SMALL LETTER F;Ll;0;L;;;;;N;;;0046;;0046
0067;g;LATIN SMALL LETTER G;Ll;0;L;;;;;N;;;0047;;0047
0068;h;LATIN SMALL LETTER H;Ll;0;L;;;;;N;;;0048;;0048
0069;i;LATIN SMALL LETTER I;Ll;0;L;;;;;N;;;0049;;0049
006A;j;LATIN SMALL LETTER J;Ll;0;L;;;;;N;;;004A;;004A
006B;k;LATIN SMALL LETTER K;Ll;0;L;;;;;N;;;004B;;004B
006C;l;LATIN SMALL LETTER L;Ll;0;L;;;;;N;;;004C;;004C
006D;m;LATIN SMALL LETTER M;Ll;0;L;;;;;N;;;004D;;004D
006E;n;LATIN SMALL LETTER N;Ll;0;L;;;;;N;;;004E;;004E
006F;o;LATIN SMALL LETTER O;Ll;0;L;;;;;N;;;004F;;004F
0070;p;LATIN SMALL LETTER P;Ll;0;L;;;;;N;;;0050;;0050
0071;q;LATIN SMALL LETTER Q;Ll;0;L;;;;;N;;;0051;;0051
0072;r;LATIN SMALL LETTER R;Ll;0;L;;;;;N;;;0052;;0052
0073;s;LATIN SMALL LETTER S;Ll;0;L;;;;;N;;;0053;;0053
0074;t;LATIN SMALL LETTER T;Ll;0;L;;;;;N;;;0054;;0054
0075;u;LATIN SMALL LETTER U;Ll;0;L;;;;;N;;;0055;;0055
0076;v;LATIN SMALL LETTER V;Ll;0;L;;;;;N;;;0056;;0056
0077;w;LATIN SMALL LETTER W;Ll;0;L;;;;;N;;;0057;;0057
0078;x;LATIN SMALL LETTER X;Ll;0;L;;;;;N;;;0058;;0058
0079;y;LATIN SMALL LETTER Y;Ll;0;L;;;;;N;;;0059;;0059
007A;z;LATIN SMALL LETTER Z;Ll;0;L;;;;;N;;;005A;;005A
007B;{;LEFT CURLY BRACKET;Ps;0;ON;;;;;Y;OPENING CURLY BRACKET;;;;
007C;|;VERTICAL LINE;Sm;0;ON;;;;;N;VERTICAL BAR;;;;
007D;};RIGHT CURLY BRACKET;Pe;0;ON;;;;;Y;CLOSING CURLY BRACKET;;;;
007E;~;TILDE;Sm;0;ON;;;;;N;;;;;
007F;;<control>;Cc;0;BN;;;;;N;DELETE;;;;
0080;;<control>;Cc;0;BN;;;;;N;;;;;
0081;;<control>;Cc;0;BN;;;;;N;;;;;
0082;;<control>;Cc;0;BN;;;;;N;BREAK PERMITTED HERE;;;;
0083;;<control>;Cc;0;BN;;;;;N;NO BREAK HERE;;;;
0084;;<control>;Cc;0;BN;;;;;N;;;;;
0085;;<control>;Cc;0;B;;;;;N;NEXT LINE (NEL);;;;
0086;;<control>;Cc;0;BN;;;;;N;START OF SELECTED AREA;;;;
0087;;<control>;Cc;0;BN;;;;;N;END OF SELECTED AREA;;;;
0088;;<control>;Cc;0;BN;;;;;N;CHARACTER TABULATION SET;;;;
0089;;<control>;Cc;0;BN;;;;;N;CHARACTER TABULATION WITH JUSTIFICATION;;;;
008A;;<control>;Cc;0;BN;;;;;N;LINE TABULATION SET;;;;
008B;;<control>;Cc;0;BN;;;;;N;PARTIAL LINE FORWARD;;;;
008C;;<control>;Cc;0;BN;;;;;N;PARTIAL LINE BACKWARD;;;;
008D;;<control>;Cc;0;BN;;;;;N;REVERSE LINE FEED;;;;
008E;;<control>;Cc;0;BN;;;;;N;SINGLE SHIFT TWO;;;;
008F;;<control>;Cc;0;BN;;;;;N;SINGLE SHIFT THREE;;;;
0090;;<control>;Cc;0;BN;;;;;N;DEVICE CONTROL STRING;;;;
0091;;<control>;Cc;0;BN;;;;;N;PRIVATE USE ONE;;;;
0092;;<control>;Cc;0;BN;;;;;N;PRIVATE USE TWO;;;;
0093;;<control>;Cc;0;BN;;;;;N;SET TRANSMIT STATE;;;;
0094;;<control>;Cc;0;BN;;;;;N;CANCEL CHARACTER;;;;
0095;;<control>;Cc;0;BN;;;;;N;MESSAGE WAITING;;;;
0096;;<control>;Cc;0;BN;;;;;N;START OF GUARDED AREA;;;;
0097;;<control>;Cc;0;BN;;;;;N;END OF GUARDED AREA;;;;
0098;;<control>;Cc;0;BN;;;;;N;START OF STRING;;;;
0099;;<control>;Cc;0;BN;;;;;N;;;;;
009A;;<control>;Cc;0;BN;;;;;N;SINGLE CHARACTER INTRODUCER;;;;
009B;;<control>;Cc;0;BN;;;;;N;CONTROL SEQUENCE INTRODUCER;;;;
009C;;<control>;Cc;0;BN;;;;;N;STRING TERMINATOR;;;;
009D;;<control>;Cc;0;BN;;;;;N;OPERATING SYSTEM COMMAND;;;;
009E;;<control>;Cc;0;BN;;;;;N;PRIVACY MESSAGE;;;;
009F;;<control>;Cc;0;BN;;;;;N;APPLICATION PROGRAM COMMAND;;;;
00A0; ;NO-BREAK SPACE;Zs;0;CS;<noBreak> 0020;;;;N;NON-BREAKING SPACE;;;;
00A1;¡;INVERTED EXCLAMATION MARK;Po;0;ON;;;;;N;;;;;
00A2;¢;CENT SIGN;Sc;0;ET;;;;;N;;;;;
00A3;£;POUND SIGN;Sc;0;ET;;;;;N;;;;;
00A4;¤;CURRENCY SIGN;Sc;0;ET;;;;;N;;;;;
00A5;¥;YEN SIGN;Sc;0;ET;;;;;N;;;;;
00A6;¦;BROKEN BAR;So;0;ON;;;;;N;BROKEN VERTICAL BAR;;;;
00A7;§;SECTION SIGN;Po;0;ON;;;;;N;;;;;
00A8;¨;DIAERESIS;Sk;0;ON;<compat> 0020 0308;;;;N;SPACING DIAERESIS;;;;
00A9;©;COPYRIGHT SIGN;So;0;ON;;;;;N;;;;;
00AA;ª;FEMININE ORDINAL INDICATOR;Lo;0;L;<super> 0061;;;;N;;;;;
00AB;«;LEFT-POINTING DOUBLE ANGLE QUOTATION MARK;Pi;0;ON;;;;;Y;LEFT POINTING GUILLEMET;;;;
00AC;¬;NOT SIGN;Sm;0;ON;;;;;N;;;;;
00AD;­;SOFT HYPHEN;Cf;0;BN;;;;;N;;;;;
00AE;®;REGISTERED SIGN;So;0;ON;;;;;N;REGISTERED TRADE MARK SIGN;;;;
00AF;¯;MACRON;Sk;0;ON;<compat> 0020 0304;;;;N;SPACING MACRON;;;;
00B0;°;DEGREE SIGN;So;0;ET;;;;;N;;;;;
00B1;±;PLUS-MINUS SIGN;Sm;0;ET;;;;;N;PLUS-OR-MINUS SIGN;;;;
00B2;²;SUPERSCRIPT TWO;No;0;EN;<super> 0032;;2;2;N;SUPERSCRIPT DIGIT TWO;;;;
00B3;³;SUPERSCRIPT THREE;No;0;EN;<super> 0033;;3;3;N;SUPERSCRIPT DIGIT THREE;;;;
00B4;´;ACUTE ACCENT;Sk;0;ON;<compat> 0020 0301;;;;N;SPACING ACUTE;;;;
00B5;µ;MICRO SIGN;Ll;0;L;<compat> 03BC;;;;N;;;039C;;039C
00B6;¶;PILCROW SIGN;Po;0;ON;;;;;N;PARAGRAPH SIGN;;;;
00B7;·;MIDDLE DOT;Po;0;ON;;;;;N;;;;;
00B8;¸;CEDILLA;Sk;0;ON;<compat> 0020 0327;;;;N;SPACING CEDILLA;;;;
00B9;¹;SUPERSCRIPT ONE;No;0;EN;<super> 0031;;1;1;N;SUPERSCRIPT DIGIT ONE;;;;
00BA;º;MASCULINE ORDINAL INDICATOR;Lo;0;L;<super> 006F;;;;N;;;;;
00BB;»;RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK;Pf;0;ON;;;;;Y;RIGHT POINTING GUILLEMET;;;;
00BC;¼;VULGAR FRACTION ONE QUARTER;No;0;ON;<fraction> 0031 2044 0034;;;1/4;N;FRACTION ONE QUARTER;;;;
00BD;½;VULGAR FRACTION ONE HALF;No;0;ON;<fraction> 0031 2044 0032;;;1/2;N;FRACTION ONE HALF;;;;
00BE;¾;VULGAR FRACTION THREE QUARTERS;No;0;ON;<fraction> 0033 2044 0034;;;3/4;N;FRACTION THREE QUARTERS;;;;
00BF;¿;INVERTED QUESTION MARK;Po;0;ON;;;;;N;;;;;
00C0;À;LATIN CAPITAL LETTER A WITH GRAVE;Lu;0;L;0041 0300;;;;N;LATIN CAPITAL LETTER A GRAVE;;;00E0;
00C1;Á;LATIN CAPITAL LETTER A WITH ACUTE;Lu;0;L;0041 0301;;;;N;LATIN CAPITAL LETTER A ACUTE;;;00E1;
00C2;Â;LATIN CAPITAL LETTER A WITH CIRCUMFLEX;Lu;0;L;0041 0302;;;;N;LATIN CAPITAL LETTER A CIRCUMFLEX;;;00E2;
00C3;Ã;LATIN CAPITAL LETTER A WITH TILDE;Lu;0;L;0041 0303;;;;N;LATIN CAPITAL LETTER A TILDE;;;00E3;
00C4;Ä;LATIN CAPITAL LETTER A WITH DIAERESIS;Lu;0;L;0041 0308;;;;N;LATIN CAPITAL LETTER A DIAERESIS;;;00E4;
00C5;Å;LATIN CAPITAL LETTER A WITH RING ABOVE;Lu;0;L;0041 030A;;;;N;LATIN CAPITAL LETTER A RING;;;00E5;
00C6;Æ;LATIN CAPITAL LETTER AE;Lu;0;L;;;;;N;LATIN CAPITAL LETTER A E;;;00E6;
00C7;Ç;LATIN CAPITAL LETTER C WITH CEDILLA;Lu;0;L;0043 0327;;;;N;LATIN CAPITAL LETTER C CEDILLA;;;00E7;
00C8;È;LATIN CAPITAL LETTER E WITH GRAVE;Lu;0;L;0045 0300;;;;N;LATIN CAPITAL LETTER E GRAVE;;;00E8;
00C9;É;LATIN CAPITAL LETTER E WITH ACUTE;Lu;0;L;0045 0301;;;;N;LATIN CAPITAL LETTER E ACUTE;;;00E9;
00CA;Ê;LATIN CAPITAL LETTER E WITH CIRCUMFLEX;Lu;0;L;0045 0302;;;;N;LATIN CAPITAL LETTER E CIRCUMFLEX;;;00EA;
00CB;Ë;LATIN CAPITAL LETTER E WITH DIAERESIS;Lu;0;L;0045 0308;;;;N;LATIN CAPITAL LETTER E DIAERESIS;;;00EB;
00CC;Ì;LATIN CAPITAL LETTER I WITH GRAVE;Lu;0;L;0049 0300;;;;N;LATIN CAPITAL LETTER I GRAVE;;;00EC;
00CD;Í;LATIN CAPITAL LETTER I WITH ACUTE;Lu;0;L;0049 0301;;;;N;LATIN CAPITAL LETTER I ACUTE;;;00ED;
00CE;Î;LATIN CAPITAL LETTER I WITH CIRCUMFLEX;Lu;0;L;0049 0302;;;;N;LATIN CAPITAL LETTER I CIRCUMFLEX;;;00EE;
00CF;Ï;LATIN CAPITAL LETTER I WITH DIAERESIS;Lu;0;L;0049 0308;;;;N;LATIN CAPITAL LETTER I DIAERESIS;;;00EF;
00D0;Ð;LATIN CAPITAL LETTER ETH;Lu;0;L;;;;;N;;;;00F0;
00D1;Ñ;LATIN CAPITAL LETTER N WITH TILDE;Lu;0;L;004E 0303;;;;N;LATIN CAPITAL LETTER N TILDE;;;00F1;
00D2;Ò;LATIN CAPITAL LETTER O WITH GRAVE;Lu;0;L;004F 0300;;;;N;LATIN CAPITAL LETTER O GRAVE;;;00F2;
00D3;Ó;LATIN CAPITAL LETTER O WITH ACUTE;Lu;0;L;004F 0301;;;;N;LATIN CAPITAL LETTER O ACUTE;;;00F3;
00D4;Ô;LATIN CAPITAL LETTER O WITH CIRCUMFLEX;Lu;0;L;004F 0302;;;;N;LATIN CAPITAL LETTER O CIRCUMFLEX;;;00F4;
00D5;Õ;LATIN CAPITAL LETTER O WITH TILDE;Lu;0;L;004F 0303;;;;N;LATIN CAPITAL LETTER O TILDE;;;00F5;
00D6;Ö;LATIN CAPITAL LETTER O WITH DIAERESIS;Lu;0;L;004F 0308;;;;N;LATIN CAPITAL LETTER O DIAERESIS;;;00F6;
00D7;×;MULTIPLICATION SIGN;Sm;0;ON;;;;;N;;;;;
00D8;Ø;LATIN CAPITAL LETTER O WITH STROKE;Lu;0;L;;;;;N;LATIN CAPITAL LETTER O SLASH;;;00F8;
00D9;Ù;LATIN CAPITAL LETTER U WITH GRAVE;Lu;0;L;0055 0300;;;;N;LATIN CAPITAL LETTER U GRAVE;;;00F9;
00DA;Ú;LATIN CAPITAL LETTER U WITH ACUTE;Lu;0;L;0055 0301;;;;N;LATIN CAPITAL LETTER U ACUTE;;;00FA;
00DB;Û;LATIN CAPITAL LETTER U WITH CIRCUMFLEX;Lu;0;L;0055 0302;;;;N;LATIN CAPITAL LETTER U CIRCUMFLEX;;;00FB;
00DC;Ü;LATIN CAPITAL LETTER U WITH DIAERESIS;Lu;0;L;0055 0308;;;;N;LATIN CAPITAL LETTER U DIAERESIS;;;00FC;
00DD;Ý;LATIN CAPITAL LETTER Y WITH ACUTE;Lu;0;L;0059 0301;;;;N;LATIN CAPITAL LETTER Y ACUTE;;;00FD;
00DE;Þ;LATIN CAPITAL LETTER THORN;Lu;0;L;;;;;N;;;;00FE;
00DF;ß;LATIN SMALL LETTER SHARP S;Ll;0;L;;;;;N;;;;;
00E0;à;LATIN SMALL LETTER A WITH GRAVE;Ll;0;L;0061 0300;;;;N;LATIN SMALL LETTER A GRAVE;;00C0;;00C0
00E1;á;LATIN SMALL LETTER A WITH ACUTE;Ll;0;L;0061 0301;;;;N;LATIN SMALL LETTER A ACUTE;;00C1;;00C1
00E2;â;LATIN SMALL LETTER A WITH CIRCUMFLEX;Ll;0;L;0061 0302;;;;N;LATIN SMALL LETTER A CIRCUMFLEX;;00C2;;00C2
00E3;ã;LATIN SMALL LETTER A WITH TILDE;Ll;0;L;0061 0303;;;;N;LATIN SMALL LETTER A TILDE;;00C3;;00C3
00E4;ä;LATIN SMALL LETTER A WITH DIAERESIS;Ll;0;L;0061 0308;;;;N;LATIN SMALL LETTER A DIAERESIS;;00C4;;00C4
00E5;å;LATIN SMALL LETTER A WITH RING ABOVE;Ll;0;L;0061 030A;;;;N;LATIN SMALL LETTER A RING;;00C5;;00C5
00E6;æ;LATIN SMALL LETTER AE;Ll;0;L;;;;;N;LATIN SMALL LETTER A E;;00C6;;00C6
00E7;ç;LATIN SMALL LETTER C WITH CEDILLA;Ll;0;L;0063 0327;;;;N;LATIN SMALL LETTER C CEDILLA;;00C7;;00C7
00E8;è;LATIN SMALL LETTER E WITH GRAVE;Ll;0;L;0065 0300;;;;N;LATIN SMALL LETTER E GRAVE;;00C8;;00C8
00E9;é;LATIN SMALL LETTER E WITH ACUTE;Ll;0;L;0065 0301;;;;N;LATIN SMALL LETTER E ACUTE;;00C9;;00C9
00EA;ê;LATIN SMALL LETTER E WITH CIRCUMFLEX;Ll;0;L;0065 0302;;;;N;LATIN SMALL LETTER E CIRCUMFLEX;;00CA;;00CA
00EB;ë;LATIN SMALL LETTER E WITH DIAERESIS;Ll;0;L;0065 0308;;;;N;LATIN SMALL LETTER E DIAERESIS;;00CB;;00CB
00EC;ì;LATIN SMALL LETTER I WITH GRAVE;Ll;0;L;0069 0300;;;;N;LATIN SMALL LETTER I GRAVE;;00CC;;00CC
00ED;í;LATIN SMALL LETTER I WITH ACUTE;Ll;0;L;0069 0301;;;;N;LATIN SMALL LETTER I ACUTE;;00CD;;00CD
00EE;î;LATIN SMALL LETTER I WITH CIRCUMFLEX;Ll;0;L;0069 0302;;;;N;LATIN SMALL LETTER I CIRCUMFLEX;;00CE;;00CE
00EF;ï;LATIN SMALL LETTER I WITH DIAERESIS;Ll;0;L;0069 0308;;;;N;LATIN SMALL LETTER I DIAERESIS;;00CF;;00CF
00F0;ð;LATIN SMALL LETTER ETH;Ll;0;L;;;;;N;;;00D0;;00D0
00F1;ñ;LATIN SMALL LETTER N WITH TILDE;Ll;0;L;006E 0303;;;;N;LATIN SMALL LETTER N TILDE;;00D1;;00D1
00F2;ò;LATIN SMALL LETTER O WITH GRAVE;Ll;0;L;006F 0300;;;;N;LATIN SMALL LETTER O GRAVE;;00D2;;00D2
00F3;ó;LATIN SMALL LETTER O WITH ACUTE;Ll;0;L;006F 0301;;;;N;LATIN SMALL LETTER O ACUTE;;00D3;;00D3
00F4;ô;LATIN SMALL LETTER O WITH CIRCUMFLEX;Ll;0;L;006F 0302;;;;N;LATIN SMALL LETTER O CIRCUMFLEX;;00D4;;00D4
00F5;õ;LATIN SMALL LETTER O WITH TILDE;Ll;0;L;006F 0303;;;;N;LATIN SMALL LETTER O TILDE;;00D5;;00D5
00F6;ö;LATIN SMALL LETTER O WITH DIAERESIS;Ll;0;L;006F 0308;;;;N;LATIN SMALL LETTER O DIAERESIS;;00D6;;00D6
00F7;÷;DIVISION SIGN;Sm;0;ON;;;;;N;;;;;
00F8;ø;LATIN SMALL LETTER O WITH STROKE;Ll;0;L;;;;;N;LATIN SMALL LETTER O SLASH;;00D8;;00D8
00F9;ù;LATIN SMALL LETTER U WITH GRAVE;Ll;0;L;0075 0300;;;;N;LATIN SMALL LETTER U GRAVE;;00D9;;00D9
00FA;ú;LATIN SMALL LETTER U WITH ACUTE;Ll;0;L;0075 0301;;;;N;LATIN SMALL LETTER U ACUTE;;00DA;;00DA
00FB;û;LATIN SMALL LETTER U WITH CIRCUMFLEX;Ll;0;L;0075 0302;;;;N;LATIN SMALL LETTER U CIRCUMFLEX;;00DB;;00DB
00FC;ü;LATIN SMALL LETTER U WITH DIAERESIS;Ll;0;L;0075 0308;;;;N;LATIN SMALL LETTER U DIAERESIS;;00DC;;00DC
00FD;ý;LATIN SMALL LETTER Y WITH ACUTE;Ll;0;L;0079 0301;;;;N;LATIN SMALL LETTER Y ACUTE;;00DD;;00DD
00FE;þ;LATIN SMALL LETTER THORN;Ll;0;L;;;;;N;;;00DE;;00DE
00FF;ÿ;LATIN SMALL LETTER Y WITH DIAERESIS;Ll;0;L;0079 0308;;;;N;LATIN SMALL LETTER Y DIAERESIS;;0178;;0178
0100;Ā;LATIN CAPITAL LETTER A WITH MACRON;Lu;0;L;0041 0304;;;;N;LATIN CAPITAL LETTER A MACRON;;;0101;
0101;ā;LATIN SMALL LETTER A WITH MACRON;Ll;0;L;0061 0304;;;;N;LATIN SMALL LETTER A MACRON;;0100;;0100
0102;Ă;LATIN CAPITAL LETTER A WITH BREVE;Lu;0;L;0041 0306;;;;N;LATIN CAPITAL LETTER A BREVE;;;0103;
0103;ă;LATIN SMALL LETTER A WITH BREVE;Ll;0;L;0061 0306;;;;N;LATIN SMALL LETTER A BREVE;;0102;;0102
0104;Ą;LATIN CAPITAL LETTER A WITH OGONEK;Lu;0;L;0041 0328;;;;N;LATIN CAPITAL LETTER A OGONEK;;;0105;
0105;ą;LATIN SMALL LETTER A WITH OGONEK;Ll;0;L;0061 0328;;;;N;LATIN SMALL LETTER A OGONEK;;0104;;0104
0106;Ć;LATIN CAPITAL LETTER C WITH ACUTE;Lu;0;L;0043 0301;;;;N;LATIN CAPITAL LETTER C ACUTE;;;0107;
0107;ć;LATIN SMALL LETTER C WITH ACUTE;Ll;0;L;0063 0301;;;;N;LATIN SMALL LETTER C ACUTE;;0106;;0106
0108;Ĉ;LATIN CAPITAL LETTER C WITH CIRCUMFLEX;Lu;0;L;0043 0302;;;;N;LATIN CAPITAL LETTER C CIRCUMFLEX;;;0109;
0109;ĉ;LATIN SMALL LETTER C WITH CIRCUMFLEX;Ll;0;L;0063 0302;;;;N;LATIN SMALL LETTER C CIRCUMFLEX;;0108;;0108
010A;Ċ;LATIN CAPITAL LETTER C WITH DOT ABOVE;Lu;0;L;0043 0307;;;;N;LATIN CAPITAL LETTER C DOT;;;010B;
010B;ċ;LATIN SMALL LETTER C WITH DOT ABOVE;Ll;0;L;0063 0307;;;;N;LATIN SMALL LETTER C DOT;;010A;;010A
010C;Č;LATIN CAPITAL LETTER C WITH CARON;Lu;0;L;0043 030C;;;;N;LATIN CAPITAL LETTER C HACEK;;;010D;
010D;č;LATIN SMALL LETTER C WITH CARON;Ll;0;L;0063 030C;;;;N;LATIN SMALL LETTER C HACEK;;010C;;010C
010E;Ď;LATIN CAPITAL LETTER D WITH CARON;Lu;0;L;0044 030C;;;;N;LATIN CAPITAL LETTER D HACEK;;;010F;
